debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
15106,15106.1,weakening,weak to strong,pro-branches,"['Pb1', 'Pb2']","[['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51'], ['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26']]","['Pb1', 'Pb2']","[['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51'], ['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26']]"
15106,15106.1,weakening,strong to weak,pro-branches,"['Pb1', 'Pb2']","[['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51'], ['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26']]","['Pb2', 'Pb1']","[['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26'], ['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51']]"
15106,15106.1,weakening,small to large,pro-branches,"['Pb1', 'Pb2']","[['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51'], ['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26']]","['Pb2', 'Pb1']","[['15106.173', '15106.262', '15106.266', '15106.264', '15106.207', '15106.256', '15106.260', '15106.254', '15106.258', '15106.9', '15106.215', '15106.40', '15106.25', '15106.17', '15106.8', '15106.212', '15106.224', '15106.222', '15106.209', '15106.220', '15106.26'], ['15106.169', '15106.268', '15106.271', '15106.55', '15106.183', '15106.10', '15106.145', '15106.147', '15106.53', '15106.12', '15106.24', '15106.57', '15106.54', '15106.56', '15106.42', '15106.23', '15106.7', '15106.11', '15106.37', '15106.62', '15106.65', '15106.45', '15106.46', '15106.6', '15106.35', '15106.15', '15106.5', '15106.41', '15106.21', '15106.16', '15106.20', '15106.13', '15106.22', '15106.64', '15106.151', '15106.38', '15106.34', '15106.33', '15106.72', '15106.279', '15106.277', '15106.275', '15106.273', '15106.39', '15106.143', '15106.52', '15106.51']]"
15106,15106.1,weakening,weak to strong,con-branches,"['Cb1', 'Cb2', 'Cb3']","[['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27'], ['15106.327']]","['Cb2', 'Cb1', 'Cb3']","[['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27'], ['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.327']]"
15106,15106.1,weakening,strong to weak,con-branches,"['Cb1', 'Cb2', 'Cb3']","[['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27'], ['15106.327']]","['Cb3', 'Cb1', 'Cb2']","[['15106.327'], ['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27']]"
15106,15106.1,weakening,small to large,con-branches,"['Cb1', 'Cb2', 'Cb3']","[['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27'], ['15106.327']]","['Cb3', 'Cb1', 'Cb2']","[['15106.327'], ['15106.191', '15106.303', '15106.325', '15106.288', '15106.141', '15106.248', '15106.48', '15106.286', '15106.245', '15106.252', '15106.250', '15106.47', '15106.293', '15106.70', '15106.243', '15106.69'], ['15106.198', '15106.236', '15106.307', '15106.311', '15106.321', '15106.309', '15106.313', '15106.319', '15106.315', '15106.317', '15106.335', '15106.240', '15106.238', '15106.3', '15106.329', '15106.331', '15106.301', '15106.71', '15106.299', '15106.297', '15106.32', '15106.295', '15106.28', '15106.36', '15106.338', '15106.333', '15106.19', '15106.281', '15106.27']]"
15106,15106.1,weakening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2']","[['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52'], ['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26']]","['UnWPb1', 'UnWPb2']","[['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52'], ['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26']]"
15106,15106.1,weakening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2']","[['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52'], ['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26']]","['UnWPb2', 'UnWPb1']","[['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26'], ['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52']]"
15106,15106.1,weakening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2']","[['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52'], ['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26']]","['UnWPb1', 'UnWPb2']","[['15106.169', '15106.268', '15106.55', '15106.39', '15106.143', '15106.52'], ['15106.173', '15106.9', '15106.40', '15106.25', '15106.8', '15106.209', '15106.26']]"
15106,15106.1,weakening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2', 'UnWCb3']","[['15106.191', '15106.303', '15106.288', '15106.141', '15106.248', '15106.47', '15106.293'], ['15106.198', '15106.236', '15106.307', '15106.309', '15106.315'], ['15106.327']]","['UnWCb2', 'UnWCb1', 'UnWCb3']","[['15106.198', '15106.236', '15106.307', '15106.309', '15106.315'], ['15106.191', '15106.303', '15106.288', '15106.141', '15106.248', '15106.47', '15106.293'], ['15106.327']]"
